32	44	1
33	44	1
2	1	2
7	1	2
10	1	2
11	1	2
14	1	2
15	1	2
16	1	2
18	1	2
1	2	2
3	2	2
4	2	2
5	2	2
7	2	2
8	2	2
10	2	2
11	2	2
12	2	2
13	2	2
14	2	2
15	2	2
16	2	2
18	2	2
19	2	2
20	2	2
22	2	2
24	2	2
26	2	2
27	2	2
28	2	2
30	2	2
31	2	2
33	2	2
34	2	2
35	2	2
37	2	2
38	2	2
39	2	2
42	2	2
43	2	2
44	2	2
1	3	2
2	3	2
5	3	2
7	3	2
8	3	2
14	3	2
16	3	2
18	3	2
33	3	2
39	3	2
1	4	2
2	4	2
5	4	2
7	4	2
8	4	2
10	4	2
11	4	2
13	4	2
14	4	2
16	4	2
18	4	2
19	4	2
22	4	2
24	4	2
31	4	2
33	4	2
34	4	2
38	4	2
39	4	2
43	4	2
44	4	2
1	5	2
2	5	2
11	5	2
12	5	2
14	5	2
18	5	2
27	5	2
33	5	2
39	5	2
43	5	2
1	6	2
5	6	2
8	6	2
14	6	2
18	6	2
31	6	2
1	7	2
2	7	2
4	7	2
6	7	2
8	7	2
9	7	2
10	7	2
11	7	2
12	7	2
13	7	2
14	7	2
15	7	2
16	7	2
18	7	2
19	7	2
20	7	2
22	7	2
24	7	2
25	7	2
26	7	2
27	7	2
28	7	2
31	7	2
33	7	2
34	7	2
35	7	2
37	7	2
38	7	2
39	7	2
42	7	2
43	7	2
44	7	2
1	8	2
6	8	2
7	8	2
14	8	2
18	8	2
22	8	2
28	8	2
39	8	2
1	9	2
2	9	2
7	9	2
8	9	2
10	9	2
11	9	2
14	9	2
15	9	2
16	9	2
18	9	2
27	9	2
31	9	2
32	9	2
33	9	2
39	9	2
43	9	2
1	10	2
7	10	2
14	10	2
16	10	2
18	10	2
31	10	2
33	10	2
39	10	2
44	10	2
1	11	2
7	11	2
10	11	2
14	11	2
16	11	2
18	11	2
33	11	2
39	11	2
43	11	2
1	12	2
5	12	2
7	12	2
14	12	2
18	12	2
1	13	2
2	13	2
7	13	2
8	13	2
12	13	2
14	13	2
18	13	2
24	13	2
38	13	2
1	14	2
2	14	2
4	14	2
5	14	2
7	14	2
10	14	2
11	14	2
13	14	2
15	14	2
16	14	2
18	14	2
22	14	2
33	14	2
38	14	2
39	14	2
43	14	2
44	14	2
1	15	2
2	15	2
7	15	2
10	15	2
11	15	2
14	15	2
16	15	2
18	15	2
31	15	2
33	15	2
39	15	2
1	16	2
2	16	2
4	16	2
7	16	2
11	16	2
14	16	2
15	16	2
17	16	2
18	16	2
19	16	2
24	16	2
26	16	2
27	16	2
28	16	2
31	16	2
33	16	2
34	16	2
35	16	2
37	16	2
38	16	2
39	16	2
42	16	2
43	16	2
1	17	2
7	17	2
14	17	2
16	17	2
18	17	2
33	17	2
39	17	2
44	17	2
1	18	2
2	18	2
4	18	2
7	18	2
8	18	2
9	18	2
10	18	2
11	18	2
12	18	2
14	18	2
15	18	2
16	18	2
17	18	2
20	18	2
21	18	2
22	18	2
24	18	2
26	18	2
27	18	2
28	18	2
31	18	2
32	18	2
33	18	2
34	18	2
35	18	2
37	18	2
38	18	2
39	18	2
40	18	2
42	18	2
43	18	2
44	18	2
1	19	2
2	19	2
7	19	2
8	19	2
11	19	2
14	19	2
16	19	2
17	19	2
18	19	2
25	19	2
27	19	2
29	19	2
33	19	2
34	19	2
37	19	2
39	19	2
43	19	2
44	19	2
1	20	2
2	20	2
7	20	2
14	20	2
17	20	2
18	20	2
21	20	2
22	20	2
29	20	2
31	20	2
33	20	2
39	20	2
40	20	2
1	21	2
2	21	2
7	21	2
8	21	2
14	21	2
17	21	2
18	21	2
33	21	2
39	21	2
40	21	2
1	22	2
2	22	2
4	22	2
7	22	2
10	22	2
14	22	2
16	22	2
18	22	2
24	22	2
28	22	2
30	22	2
33	22	2
1	23	2
2	23	2
8	23	2
14	23	2
16	23	2
18	23	2
22	23	2
33	23	2
37	23	2
43	23	2
1	24	2
2	24	2
7	24	2
14	24	2
16	24	2
17	24	2
18	24	2
20	24	2
22	24	2
26	24	2
27	24	2
28	24	2
31	24	2
33	24	2
37	24	2
39	24	2
43	24	2
44	24	2
1	25	2
2	25	2
5	25	2
10	25	2
14	25	2
18	25	2
33	25	2
1	26	2
2	26	2
7	26	2
14	26	2
16	26	2
18	26	2
28	26	2
31	26	2
33	26	2
37	26	2
39	26	2
43	26	2
44	26	2
2	27	2
5	27	2
7	27	2
8	27	2
12	27	2
14	27	2
16	27	2
18	27	2
24	27	2
28	27	2
31	27	2
33	27	2
34	27	2
37	27	2
38	27	2
39	27	2
43	27	2
2	28	2
4	28	2
7	28	2
8	28	2
14	28	2
16	28	2
18	28	2
24	28	2
31	28	2
33	28	2
37	28	2
39	28	2
42	28	2
43	28	2
44	28	2
2	29	2
10	29	2
14	29	2
18	29	2
20	29	2
21	29	2
36	29	2
39	29	2
40	29	2
44	29	2
1	30	2
7	30	2
18	30	2
22	30	2
32	30	2
33	30	2
43	30	2
1	31	2
2	31	2
3	31	2
4	31	2
6	31	2
7	31	2
8	31	2
9	31	2
10	31	2
11	31	2
13	31	2
14	31	2
15	31	2
16	31	2
17	31	2
18	31	2
19	31	2
20	31	2
21	31	2
22	31	2
24	31	2
26	31	2
27	31	2
28	31	2
29	31	2
32	31	2
33	31	2
35	31	2
37	31	2
38	31	2
39	31	2
40	31	2
43	31	2
44	31	2
2	32	2
7	32	2
9	32	2
12	32	2
18	32	2
25	32	2
29	32	2
31	32	2
33	32	2
39	32	2
43	32	2
1	33	2
2	33	2
4	33	2
7	33	2
9	33	2
10	33	2
11	33	2
12	33	2
14	33	2
15	33	2
16	33	2
18	33	2
20	33	2
21	33	2
22	33	2
24	33	2
26	33	2
27	33	2
28	33	2
31	33	2
32	33	2
34	33	2
37	33	2
38	33	2
39	33	2
40	33	2
42	33	2
43	33	2
44	33	2
1	34	2
2	34	2
4	34	2
7	34	2
16	34	2
18	34	2
33	34	2
37	34	2
39	34	2
2	35	2
8	35	2
18	35	2
32	35	2
33	35	2
37	35	2
43	35	2
1	36	2
2	36	2
7	36	2
10	36	2
11	36	2
16	36	2
17	36	2
18	36	2
32	36	2
33	36	2
37	36	2
2	37	2
10	37	2
14	37	2
18	37	2
20	37	2
22	37	2
29	37	2
33	37	2
39	37	2
40	37	2
44	37	2
2	38	2
7	38	2
16	38	2
18	38	2
20	38	2
24	38	2
33	38	2
35	38	2
39	38	2
43	38	2
44	38	2
2	39	2
7	39	2
8	39	2
10	39	2
11	39	2
14	39	2
16	39	2
17	39	2
18	39	2
20	39	2
27	39	2
31	39	2
33	39	2
34	39	2
37	39	2
2	40	2
4	40	2
7	40	2
10	40	2
11	40	2
14	40	2
15	40	2
16	40	2
17	40	2
18	40	2
20	40	2
26	40	2
27	40	2
28	40	2
31	40	2
33	40	2
38	40	2
42	40	2
43	40	2
44	40	2
1	41	2
2	41	2
7	41	2
14	41	2
18	41	2
20	41	2
29	41	2
33	41	2
39	41	2
44	41	2
2	42	2
18	42	2
22	42	2
1	43	2
2	43	2
7	43	2
8	43	2
10	43	2
11	43	2
14	43	2
15	43	2
16	43	2
17	43	2
18	43	2
28	43	2
31	43	2
33	43	2
37	43	2
39	43	2
42	43	2
44	43	2
2	44	2
4	44	2
7	44	2
9	44	2
10	44	2
11	44	2
14	44	2
16	44	2
18	44	2
24	44	2
26	44	2
27	44	2
28	44	2
31	44	2
33	44	2
39	44	2
